路名,交通态势,速度,经度,纬度,编号
１０４国道,1,50,120.846642,29.8615246,11
１０４国道,1,50,120.846558,29.861969,11
１０４国道,1,50,120.846489,29.8622971,11
１０４国道,1,50,120.846413,29.8625698,11
１０４国道,1,50,120.846329,29.8628578,11
１０４国道,1,50,120.846153,29.8633423,11
１０４国道,1,50,120.845985,29.8637295,11
１０４国道,1,50,120.844337,29.8673191,11
１０４国道,1,50,120.843506,29.8690128,11
１０４国道,1,50,120.842667,29.870697,11
１０４国道,1,50,120.842392,29.8713112,11
１０４国道,1,50,120.841637,29.8730793,11
１０４国道,1,50,120.840515,29.8750362,11
１０４国道,1,50,120.839981,29.876173,11
１０４国道,1,50,120.839882,29.876524,11
１０４国道,1,50,120.839607,29.8776703,11
１０４国道,1,50,120.8395,29.8783951,11
１０４国道,1,50,120.839447,29.879427,11
１０４国道,1,50,120.839653,29.8814621,11
１０４国道,1,50,120.839737,29.8831692,11
１０４国道,1,50,120.839523,29.8846264,11
１０４国道,1,50,120.83902,29.8860893,11
１０４国道,1,50,120.838326,29.8876705,11
１０４国道,1,50,120.837906,29.8885822,11
１０４国道,1,50,120.837769,29.8889027,11
１０４国道,1,50,120.837639,29.8892269,11
１０４国道,1,50,120.837532,29.8895016,11
１０４国道,1,50,120.837387,29.8898754,11
１０４国道,1,50,120.836746,29.8917065,11
１０４国道,1,50,120.83609,29.8935909,11
１０４国道,1,50,120.835274,29.8959827,11
１０４国道,1,50,120.835091,29.896534,11
１０４国道,1,50,120.835037,29.8966885,11
１０４国道,1,50,120.834969,29.896946,11
１０４国道,1,50,120.834923,29.8971386,11
１０４国道,1,50,120.834877,29.8973465,11
１０４国道,1,50,120.834846,29.8975334,11
１０４国道,1,50,120.834801,29.8978405,11
１０４国道,1,50,120.83477,29.8980808,11
１０４国道,1,50,120.834755,29.8982487,11
１０４国道,1,50,120.834755,29.8984852,11
１０４国道,1,50,120.834755,29.898756,11
１０４国道,1,50,120.83477,29.8990307,11
１０４国道,1,50,120.834824,29.8993874,11
１０４国道,1,50,120.834892,29.8996792,11
１０４国道,1,50,120.83503,29.9002838,11
１０４国道,1,50,120.835274,29.9012718,11
１０４国道,1,50,120.835678,29.902916,11
１０４国道,1,50,120.836494,29.9060974,11
１０４国道,1,50,120.837189,29.9088707,11
１０４国道,1,50,120.838722,29.9141026,11
１０４国道,1,50,120.83889,29.9148178,11
１０４国道,1,50,120.838959,29.9153996,11
１０４国道,1,50,120.838974,29.9160614,11
１０４国道,1,50,120.838936,29.9168663,11
１０４国道,1,50,120.838806,29.9176273,11
１０４国道,1,50,120.838661,29.9183102,11
１０４国道,1,50,120.838524,29.9188213,11
１０４国道,1,50,120.837799,29.9217548,11
１０４国道,1,50,120.837616,29.9228497,11
１０４国道,1,50,120.83757,29.9234791,11
１０４国道,1,50,120.83757,29.9238586,11
１０４国道,1,50,120.837601,29.9243202,11
１０４国道,1,50,120.837662,29.9249382,11
１０４国道,1,50,120.837799,29.9256401,11
１０４国道,1,50,120.837921,29.9262581,11
１０４国道,1,50,120.838097,29.9268303,11
１０４国道,1,50,120.838318,29.927475,11
１０４国道,1,50,120.838631,29.9281998,11
１０４国道,1,50,120.839363,29.9302883,11
１０４国道,1,50,120.839943,29.9319859,11
１０４国道,1,50,120.840469,29.9333382,11
１０４国道,1,50,120.840874,29.9342308,11
１０４国道,1,50,120.842697,29.9380264,11
１０４国道,1,50,120.84375,29.940155,11
１０４国道,1,50,120.844833,29.9424534,11
１０４国道,1,50,120.845993,29.9447727,11
１０４国道,1,50,120.847237,29.9472885,11
１０４国道,1,50,120.848282,29.9494305,11
１０４国道,1,50,120.848732,29.9503059,11
１０４国道,1,50,120.849602,29.9517918,11
１０４国道,1,50,120.849922,29.9524231,11
１０４国道,1,50,120.850182,29.9530048,11
１０４国道,1,50,120.850418,29.9536762,11
１０４国道,1,50,120.850639,29.9544048,11
１０４国道,1,50,120.850792,29.9551334,11
１０４国道,1,50,120.850906,29.9559288,11
１０４国道,1,50,120.850952,29.9565239,11
１０４国道,1,50,120.850967,29.9569206,11
１０４国道,1,50,120.850952,29.9574223,11
１０４国道,1,50,120.850937,29.9578896,11
１０４国道,1,50,120.850861,29.9584312,11
１０４国道,1,50,120.850739,29.9591637,11
１０４国道,1,50,120.850159,29.9622841,11
１０４国道,1,50,120.849831,29.9640408,11
１０４国道,1,50,120.849419,29.9661732,11
１０４国道,1,50,120.849113,29.9678535,11
１０４国道,1,50,120.848785,29.9695148,11
１０４国道,1,50,120.848679,29.9705963,11
１０４国道,1,50,120.848679,29.9708271,11
１０４国道,1,50,120.848846,29.9719696,11
１０４国道,1,50,120.849335,29.9742584,11
１０４国道,1,50,120.849464,29.9746304,11
１０４国道,1,50,120.849541,29.9748306,11
１０４国道,1,50,120.85009,29.9760303,11
１０４国道,1,50,120.851295,29.978632,11
１０４国道,1,50,120.856773,29.989933,11
１０４国道,1,50,120.859299,29.9974003,11
１０４国道,1,50,120.859718,29.9993687,11
１０４国道,1,50,120.859726,29.9994125,11
１０４国道,1,50,120.859741,29.9994621,11
１０４国道,1,50,120.859772,29.9995022,11
１０４国道,1,50,120.859802,29.9995556,11
１０４国道,1,50,120.859848,29.9995651,11
１０４国道,1,50,120.859863,29.9995728,11
１０４国道,1,50,120.859894,29.9995823,11
１０４国道,1,50,120.859932,29.999609,11
１０４国道,1,50,120.85994,29.9996262,11
１０４国道,1,50,120.859955,29.999649,11
１０４国道,1,50,120.859962,29.9996719,11
１０４国道,1,50,120.859985,29.9997196,11
１０４国道,1,50,120.859993,29.999752,11
１０４国道,1,50,120.860001,29.9997826,11
１０４国道,1,50,120.859985,29.999836,11
１０４国道,1,50,120.859962,29.9998665,11
１０４国道,1,50,120.859947,29.999897,11
１０４国道,1,50,120.859909,29.9999428,11
１０４国道,1,50,120.859886,29.9999638,11
１０４国道,1,50,120.859848,29.9999828,11
１０４国道,1,50,120.85981,29.9999962,11
１０４国道,1,50,120.859787,30,11
１０４国道,1,50,120.859756,30,11
１０４国道,1,50,120.859718,29.9999962,11
１０４国道,1,50,120.859665,29.9999866,11
１０４国道,1,50,120.859627,29.9999695,11
１０４国道,1,50,120.859589,29.9999466,11
１０４国道,1,50,120.859558,29.9999065,11
１０４国道,1,50,120.859467,29.9998932,11
１０４国道,1,50,120.859398,29.9998837,11
１０４国道,1,50,120.859299,29.9998798,11
１０４国道,1,50,120.859215,29.9998798,11
１０４国道,1,50,120.859161,29.9998798,11
１０４国道,1,50,120.857513,29.9999962,11
１０４国道,1,50,120.856392,30.0000801,11
１０４国道,1,50,120.85611,30.0001202,11
１０４国道,1,50,120.855804,30.0001736,11
１０４国道,1,50,120.855576,30.000227,11
１０４国道,1,50,120.855446,30.0002613,11
１０４国道,1,50,120.855125,30.0003548,11
１０４国道,1,50,120.854912,30.0004311,11
１０４国道,1,50,120.854607,30.0005646,11
１０４国道,1,50,120.85218,30.0016575,11
１０４国道,1,50,120.85173,30.0018444,11
１０４国道,1,50,120.851486,30.0019245,11
１０４国道,1,50,120.851196,30.0019875,11
１０４国道,1,50,120.850937,30.002018,11
１０４国道,1,50,120.849121,30.0021591,11
１０４国道,1,50,120.847328,30.0022488,11
１０４国道,1,50,120.844246,30.0024452,11
１０４国道,1,50,120.844086,30.0024624,11
１０４国道,1,50,120.843925,30.0024853,11
１０４国道,1,50,120.843613,30.0025654,11
１０４国道,1,50,120.843407,30.0026226,11
１０４国道,1,50,120.843254,30.002676,11
１０４国道,1,50,120.843094,30.0027504,11
１０４国道,1,50,120.84272,30.0029469,11
１０４国道,1,50,120.842346,30.0031605,11
１０４国道,1,50,120.840233,30.0045376,11
１０４国道,1,50,120.836197,30.0071907,11
１０４国道,1,50,120.834763,30.0081463,11
１０４国道,1,50,120.834541,30.0082893,11
１０４国道,1,50,120.833443,30.0090218,11
１０４国道,1,50,120.833061,30.0092583,11
１０４国道,1,50,120.832603,30.0094585,11
１０４国道,1,50,120.832253,30.0095921,11
１０４国道,1,50,120.831825,30.0096931,11
１０４国道,1,50,120.831421,30.0097599,11
１０４国道,1,50,120.831055,30.0097961,11
１０４国道,1,50,120.830719,30.0098171,11
１０４国道,1,50,120.824448,30.010355,11
１０４国道,1,50,120.821365,30.0106354,11
１０４国道,1,50,120.821091,30.0106621,11
１０４国道,1,50,120.820999,30.0106659,11
１０４国道,1,50,120.820892,30.0106716,11
１０４国道,1,50,120.820709,30.0106716,11
１０４国道,1,50,120.820572,30.0106583,11
１０４国道,1,50,120.818184,30.0104618,11
１０４国道,1,50,120.817856,30.0104408,11
１０４国道,1,50,120.817543,30.0104313,11
１０４国道,1,50,120.813065,30.0103474,11
１０４国道,1,50,120.812675,30.0103207,11
１０４国道,1,50,120.8125,30.010294,11
１０４国道,1,50,120.812279,30.0102539,11
１０４国道,1,50,120.808197,30.0092754,11
１０４国道,1,50,120.806862,30.0090179,11
１０４国道,1,50,120.802467,30.0084839,11
１０４国道,1,50,120.799553,30.0081425,11
１０４国道,1,50,120.793434,30.0074215,11
１０４国道,1,50,120.79155,30.0071964,11
１０４国道,1,50,120.790581,30.0071964,11
１０４国道,1,50,120.790062,30.0072708,11
１０４国道,1,50,120.783173,30.0087109,11
１０４国道,1,50,120.781784,30.0089741,11
１０４国道,1,50,120.780884,30.0090542,11
１０４国道,1,50,120.776779,30.0093155,11
１０４国道,1,50,120.771645,30.0096436,11
１０４国道,1,50,120.76757,30.0099506,11
１０４国道,1,50,120.763931,30.0101871,11
１０４国道,1,50,120.762886,30.0102615,11
１０４国道,1,50,120.761894,30.0104446,11
１０４国道,1,50,120.761101,30.0106754,11
１０４国道,1,50,120.760406,30.010952,11
１０４国道,1,50,120.759575,30.0113335,11
１０４国道,1,50,120.758797,30.011795,11
１０４国道,1,50,120.756851,30.0129776,11
１０４国道,1,50,120.754257,30.0145683,11
１０４国道,1,50,120.751343,30.0162983,11
１０４国道,1,50,120.749847,30.0170097,11
１０４国道,1,50,120.748352,30.0175114,11
１０４国道,1,50,120.746864,30.017849,11
１０４国道,1,50,120.740372,30.018631,11
１０４国道,1,50,120.738083,30.0189018,11
１０４国道,1,50,120.734299,30.0193386,11
１０４国道,1,50,120.732864,30.0194302,11
１０４国道,1,50,120.731735,30.0193729,11
１０４国道,1,50,120.72905,30.0188675,11
１０４国道,1,50,120.724747,30.0180225,11
１０４国道,1,50,120.716034,30.0163288,11
１０４国道,1,50,120.707558,30.0146408,11
１０４国道,1,50,120.707428,30.0146141,11
１０４国道,1,50,120.703316,30.0137024,11
１０４国道,1,50,120.69957,30.0132046,11
１０４国道,1,50,120.696472,30.0128231,11
１０４国道,1,50,120.692543,30.0123558,11
１０４国道,1,50,120.689171,30.0119343,11
１０４国道,1,50,120.68779,30.0116844,11
１０４国道,1,50,120.686729,30.0114403,11
１０４国道,1,50,120.680962,30.0099869,11
１０４国道,1,50,120.67424,30.0082664,11
１０４国道,1,50,120.670631,30.0073814,11
１０４国道,1,50,120.669884,30.0072803,11
１０４国道,1,50,120.665688,30.0067158,11
１０４国道,1,50,120.664818,30.006525,11
１０４国道,1,50,120.663094,30.0059547,11
１０４国道,1,50,120.660599,30.0049286,11
１０４国道,1,50,120.658524,30.0040932,11
１０４国道,1,50,120.656654,30.0033607,11
１０４国道,1,50,120.654007,30.0026398,11
１０４国道,1,50,120.650803,30.0018673,11
１０４国道,1,50,120.646706,30.0009384,11
１０４国道,1,50,120.64579,30.000845,11
１０４国道,1,50,120.640907,30.0009727,11
１０４国道,1,50,120.639389,30.0010796,11
１０４国道,1,50,120.637085,30.0016365,11
１０４国道,1,50,120.634933,30.0021152,11
１０４国道,1,50,120.634361,30.0022049,11
１０４国道,1,50,120.634171,30.0022316,11
１０４国道,1,50,120.63401,30.0022488,11
１０４国道,1,50,120.633865,30.0022583,11
１０４国道,1,50,120.629509,30.002285,11
１０４国道,1,50,120.629074,30.0023785,11
１０４国道,1,50,120.628761,30.0024261,11
１０４国道,1,50,120.628372,30.0025024,11
１０４国道,1,50,120.628128,30.0025692,11
１０４国道,1,50,120.627892,30.0026398,11
１０４国道,1,50,120.627663,30.0027237,11
１０４国道,1,50,120.627541,30.0027905,11
１０４国道,1,50,120.627419,30.0028534,11
１０４国道,1,50,120.627304,30.0029297,11
１０４国道,1,50,120.627167,30.0030365,11
１０４国道,1,50,120.627052,30.0031376,11
１０４国道,1,50,120.626953,30.003231,11
１０４国道,1,50,120.626862,30.003334,11
１０４国道,1,50,120.62677,30.0034313,11
１０４国道,1,50,120.626526,30.0037556,11
１０４国道,1,50,120.626251,30.0046883,11
１０４国道,1,50,120.625938,30.0057106,11
１０４国道,1,50,120.625305,30.0076618,11
１０４国道,1,50,120.625237,30.007906,11
１０４国道,1,50,120.625137,30.0082703,11
１０４国道,1,50,120.624641,30.0099239,11
１０４国道,1,50,120.624382,30.0108185,11
１０４国道,1,50,120.624229,30.0112095,11
１０４国道,1,50,120.624168,30.0113773,11
１０４国道,1,50,120.624092,30.0115337,11
１０４国道,1,50,120.623917,30.011858,11
１０４国道,1,50,120.623833,30.0119915,11
１０４国道,1,50,120.623703,30.0121727,11
１０４国道,1,50,120.623566,30.0123653,11
１０４国道,1,50,120.623398,30.0125504,11
１０４国道,1,50,120.623268,30.0126972,11
１０４国道,1,50,120.623154,30.012804,11
１０４国道,1,50,120.622879,30.0130482,11
１０４国道,1,50,120.622635,30.0132675,11
１０４国道,1,55,120.597885,30.0225868,12
１０４国道,1,55,120.598366,30.0224571,12
１０４国道,1,55,120.59938,30.0221786,12
１０４国道,1,55,120.599739,30.0220718,12
１０４国道,1,55,120.599945,30.0220184,12
１０４国道,1,55,120.600533,30.0218582,12
１０４国道,1,55,120.600815,30.0217915,12
１０４国道,1,55,120.601318,30.021698,12
１０４国道,1,55,120.603485,30.0214214,12
１０４国道,1,55,120.603943,30.0213737,12
１０４国道,1,55,120.606094,30.0210934,12
１０４国道,1,55,120.607147,30.0209637,12
１０４国道,1,55,120.608017,30.0208492,12
１０４国道,1,55,120.608086,30.0208397,12
１０４国道,1,55,120.608887,30.020752,12
１０４国道,1,55,120.612556,30.0202942,12
１０４国道,1,55,120.61367,30.0201473,12
１０４国道,1,55,120.614136,30.0200806,12
１０４国道,1,55,120.614311,30.0200481,12
１０４国道,1,55,120.614517,30.0200005,12
１０４国道,1,55,120.614723,30.0199375,12
１０４国道,1,55,120.614937,30.0198536,12
１０４国道,1,55,120.615181,30.0197563,12
１０４国道,1,55,120.61541,30.01964,12
１０４国道,1,55,120.615623,30.0195198,12
１０４国道,1,55,120.615807,30.0194054,12
１０４国道,1,55,120.615967,30.0192928,12
１０４国道,1,55,120.616096,30.019186,12
１０４国道,1,55,120.616196,30.0191059,12
１０４国道,1,55,120.616341,30.0189819,12
１０４国道,1,55,120.616478,30.0188446,12
１０４国道,1,55,120.616783,30.0185242,12
１０４国道,1,55,120.617561,30.0176983,12
１０４国道,1,55,120.618187,30.0170441,12
１０４国道,1,55,120.618866,30.016325,12
１０４国道,1,55,120.619385,30.0157509,12
１０４国道,1,55,120.619781,30.0153465,12
１０４国道,1,55,120.619926,30.0152054,12
１０４国道,1,55,120.620094,30.0150452,12
１０４国道,1,55,120.620247,30.0149117,12
１０４国道,1,55,120.620514,30.0146885,12
１０４国道,1,55,120.620728,30.0145206,12
１０４国道,1,55,120.621956,30.0135994,12
１０４国道,1,55,120.622597,30.0131111,12
１０４国道,1,55,120.622803,30.0129414,12
１０４国道,1,55,120.623215,30.0125561,12
１０４国道,1,55,120.623428,30.0122986,12
１０４国道,1,55,120.623581,30.0121193,12
１０４国道,1,55,120.623695,30.0119514,12
１０４国道,1,55,120.623787,30.0118141,12
１０４国道,1,55,120.623863,30.0116749,12
１０４国道,1,55,120.624016,30.011364,12
１０４国道,1,55,120.624107,30.0111637,12
１０４国道,1,55,120.624229,30.0108223,12
１０４国道,1,55,120.624619,30.0095654,12
１０４国道,1,55,120.625153,30.0077553,12
１０４国道,1,55,120.62542,30.0069237,12
１０４国道,1,55,120.625778,30.0058041,12
１０４国道,1,55,120.62606,30.0048981,12
１０４国道,1,55,120.626366,30.0039024,12
１０４国道,1,55,120.62645,30.0035648,12
１０４国道,1,55,120.626595,30.0030804,12
１０４国道,1,55,120.626648,30.0027905,12
１０４国道,1,55,120.626663,30.0027161,12
１０４国道,1,55,120.626808,30.0018673,12
１０４国道,1,55,120.62674,30.0016747,12
１０４国道,1,55,120.626701,30.0015736,12
１０４国道,1,55,120.626648,30.0014896,12
１０４国道,1,55,120.626625,30.0014572,12
１０４国道,1,55,120.626572,30.0014095,12
１０４国道,1,55,120.626534,30.0013828,12
１０４国道,1,55,120.626472,30.0013504,12
１０４国道,1,55,120.626381,30.0013294,12
１０４国道,1,55,120.62632,30.0013161,12
１０４国道,1,55,120.626259,30.0013103,12
１０４国道,1,55,120.62619,30.0013103,12
１０４国道,1,55,120.626137,30.0013199,12
１０４国道,1,55,120.626083,30.0013294,12
１０４国道,1,55,120.626038,30.0013466,12
１０４国道,1,55,120.625992,30.0013733,12
１０４国道,1,55,120.625954,30.0013905,12
１０４国道,1,55,120.625923,30.0014133,12
１０４国道,1,55,120.625885,30.0014439,12
１０４国道,1,55,120.625854,30.0014763,12
１０４国道,1,55,120.625839,30.0014973,12
１０４国道,1,55,120.625816,30.001543,12
１０４国道,1,55,120.625793,30.0016098,12
１０４国道,1,55,120.625778,30.0016441,12
１０４国道,1,55,120.625778,30.001688,12
１０４国道,1,55,120.625778,30.0017204,12
１０４国道,1,55,120.625793,30.0017605,12
１０４国道,1,55,120.625816,30.0018082,12
１０４国道,1,55,120.625832,30.0018539,12
１０４国道,1,55,120.625847,30.0019016,12
１０４国道,1,55,120.625885,30.001955,12
１０４国道,1,55,120.625923,30.0019951,12
１０４国道,1,55,120.625977,30.0020542,12
１０４国道,1,55,120.625999,30.0020714,12
１０４国道,1,55,120.626198,30.0022087,12
１０４国道,1,55,120.626541,30.0022182,12
１０４国道,1,55,120.627197,30.0022259,12
１０４国道,1,55,120.627762,30.0022259,12
１０４国道,1,55,120.628632,30.0022221,12
１０４国道,1,55,120.629509,30.0022259,12
１０４国道,1,55,120.633858,30.0022049,12
１０４国道,1,55,120.634003,30.0021954,12
１０４国道,1,55,120.634171,30.0021782,12
１０４国道,1,55,120.634354,30.0021515,12
１０４国道,1,55,120.634918,30.0020618,12
１０４国道,1,55,120.63707,30.0015869,12
１０４国道,1,55,120.639381,30.0010262,12
１０４国道,1,55,120.6409,30.0009193,12
１０４国道,1,55,120.64579,30.0007858,12
１０４国道,1,55,120.646721,30.000885,12
１０４国道,1,55,120.65081,30.0018177,12
１０４国道,1,55,120.65403,30.0025864,12
１０４国道,1,55,120.656677,30.0033073,12
１０４国道,1,55,120.658562,30.0040436,12
１０４国道,1,55,120.660622,30.0048809,12
１０４国道,1,55,120.663109,30.0059071,12
１０４国道,1,55,120.664833,30.0064754,12
１０４国道,1,55,120.665695,30.0066624,12
１０４国道,1,55,120.669884,30.0072231,12
１０４国道,1,55,120.670189,30.0072708,12
１０４国道,1,55,120.670647,30.007328,12
１０４国道,1,55,120.674255,30.008213,12
１０４国道,1,55,120.680977,30.0099335,12
１０４国道,1,55,120.686745,30.0113869,12
１０４国道,1,55,120.687805,30.011631,12
１０４国道,1,55,120.689178,30.0118809,12
１０４国道,1,55,120.692551,30.0123024,12
１０４国道,1,55,120.69648,30.0127697,12
１０４国道,1,55,120.69957,30.0131512,12
１０４国道,1,55,120.703323,30.013649,12
１０４国道,1,55,120.707451,30.0145683,12
１０４国道,1,55,120.716057,30.0162754,12
１０４国道,1,55,120.724762,30.0179691,12
１０４国道,1,55,120.729057,30.0188141,12
１０４国道,1,55,120.731743,30.0193195,12
１０４国道,1,55,120.73214,30.0193386,12
１０４国道,1,55,120.732864,30.0193729,12
１０４国道,1,55,120.734291,30.0192852,12
１０４国道,1,55,120.738205,30.0188351,12
１０４国道,1,55,120.740364,30.0185776,12
１０４国道,1,55,120.746841,30.0177956,12
１０４国道,1,55,120.748337,30.0174618,12
１０４国道,1,55,120.749825,30.0169601,12
１０４国道,1,55,120.751312,30.0162525,12
１０４国道,1,55,120.754257,30.0145016,12
１０４国道,1,55,120.756821,30.0129337,12
１０４国道,1,55,120.758766,30.0117512,12
１０４国道,1,55,120.759537,30.0112896,12
１０４国道,1,55,120.760384,30.0109024,12
１０４国道,1,55,120.761078,30.0106258,12
１０４国道,1,55,120.761887,30.0103951,12
１０４国道,1,55,120.762878,30.0102081,12
１０４国道,1,55,120.763931,30.010128,12
１０４国道,1,55,120.76757,30.0098972,12
１０４国道,1,55,120.771645,30.0095863,12
１０４国道,1,55,120.780869,30.0089951,12
１０４国道,1,55,120.781776,30.0089207,12
１０４国道,1,55,120.783165,30.0086575,12
１０４国道,1,55,120.790054,30.0072174,12
１０４国道,1,55,120.790581,30.007143,12
１０４国道,1,55,120.791557,30.007143,12
１０４国道,1,55,120.793442,30.0073681,12
１０４国道,1,55,120.802483,30.0084305,12
１０４国道,1,55,120.80687,30.0089645,12
１０４国道,1,55,120.807411,30.0090675,12
１０４国道,1,55,120.808212,30.009222,12
１０４国道,1,55,120.812286,30.0102005,12
１０４国道,1,55,120.8125,30.0102406,12
１０４国道,1,55,120.812691,30.0102711,12
１０４国道,1,55,120.813011,30.0102882,12
１０４国道,1,55,120.817543,30.0103779,12
１０４国道,1,55,120.817841,30.0103874,12
１０４国道,1,55,120.818184,30.0104084,12
１０４国道,1,55,120.818497,30.0104313,12
１０４国道,1,55,120.820572,30.0106049,12
１０４国道,1,55,120.820709,30.0106182,12
１０４国道,1,55,120.820892,30.0106182,12
１０４国道,1,55,120.820976,30.0106182,12
１０４国道,1,55,120.821083,30.0106125,12
１０４国道,1,55,120.821365,30.010582,12
１０４国道,1,55,120.824425,30.0103016,12
１０４国道,1,55,120.830719,30.0097637,12
１０４国道,1,55,120.831055,30.009737,12
１０４国道,1,55,120.831421,30.0097027,12
１０４国道,1,55,120.831802,30.0096397,12
１０４国道,1,55,120.832222,30.0095387,12
１０４国道,1,55,120.832596,30.0094051,12
１０４国道,1,55,120.833031,30.0092125,12
１０４国道,1,55,120.833412,30.0089741,12
１０４国道,1,55,120.834503,30.0082493,12
１０４国道,1,55,120.834732,30.0081024,12
１０４国道,1,55,120.836159,30.0071468,12
１０４国道,1,55,120.838684,30.0054798,12
１０４国道,1,55,120.838875,30.0053654,12
１０４国道,1,55,120.842308,30.0031147,12
１０４国道,1,55,120.842735,30.0028801,12
１０４国道,1,55,120.843056,30.0027027,12
１０４国道,1,55,120.843246,30.0026226,12
１０４国道,1,55,120.843399,30.002573,12
１０４国道,1,55,120.84359,30.002512,12
１０４国道,1,55,120.843803,30.0024586,12
１０４国道,1,55,120.843925,30.0024357,12
１０４国道,1,55,120.844086,30.002409,12
１０４国道,1,55,120.844238,30.0023918,12
１０４国道,1,55,120.846222,30.0022621,12
１０４国道,1,55,120.847565,30.0021915,12
１０４国道,1,55,120.849121,30.0021076,12
１０４国道,1,55,120.850937,30.0019646,12
１０４国道,1,55,120.851189,30.0019341,12
１０４国道,1,55,120.851463,30.0018711,12
１０４国道,1,55,120.85173,30.0017872,12
１０４国道,1,55,120.852142,30.0016098,12
１０４国道,1,55,120.854279,30.0006542,12
１０４国道,1,55,120.854546,30.0005283,12
１０４国道,1,55,120.854897,30.0003815,12
１０４国道,1,55,120.855095,30.0003109,12
１０４国道,1,55,120.855415,30.0002136,12
１０４国道,1,55,120.855537,30.0001774,12
１０４国道,1,55,120.855797,30.000124,12
１０４国道,1,55,120.856087,30.0000706,12
１０４国道,1,55,120.856392,30.0000305,12
１０４国道,1,55,120.857506,29.9999428,12
１０４国道,1,55,120.859154,29.9998264,12
１０４国道,1,55,120.859215,29.9998169,12
１０４国道,1,55,120.859291,29.9998035,12
１０４国道,1,55,120.859352,29.9997864,12
１０４国道,1,55,120.859413,29.9997654,12
１０４国道,1,55,120.859467,29.9997387,12
１０４国道,1,55,120.859535,29.9996929,12
１０４国道,1,55,120.859558,29.9996529,12
１０４国道,1,55,120.859573,29.9996262,12
１０４国道,1,55,120.859619,29.9995956,12
１０４国道,1,55,120.859642,29.9995785,12
１０４国道,1,55,120.859665,29.9994793,12
１０４国道,1,55,120.859665,29.9994316,12
１０４国道,1,55,120.859642,29.999382,12
１０４国道,1,55,120.859238,29.9974003,12
１０４国道,1,55,120.856712,29.9899559,12
１０４国道,1,55,120.851234,29.978653,12
１０４国道,1,55,120.850029,29.9760532,12
１０４国道,1,55,120.849472,29.9748497,12
１０４国道,1,55,120.849335,29.9744358,12
１０４国道,1,55,120.849274,29.9742718,12
１０４国道,1,55,120.848785,29.971983,12
１０４国道,1,55,120.848602,29.9708309,12
１０４国道,1,55,120.848602,29.9706097,12
１０４国道,1,55,120.848709,29.9695148,12
１０４国道,1,55,120.849052,29.967844,12
１０４国道,1,55,120.84935,29.9661636,12
１０４国道,1,55,120.84977,29.9640312,12
１０４国道,1,55,120.850685,29.959156,12
１０４国道,1,55,120.8508,29.9584274,12
１０４国道,1,55,120.850861,29.9578838,12
１０４国道,1,55,120.850891,29.9574184,12
１０４国道,1,55,120.850899,29.9569206,12
１０４国道,1,55,120.850891,29.9565296,12
１０４国道,1,55,120.850845,29.9559326,12
１０４国道,1,55,120.850731,29.9551105,12
１０４国道,1,55,120.850578,29.9544182,12
１０４国道,1,55,120.850365,29.9536896,12
１０４国道,1,55,120.850113,29.953022,12
１０４国道,1,55,120.849869,29.9524441,12
１０４国道,1,55,120.849541,29.9518127,12
１０４国道,1,55,120.848679,29.9503288,12
１０４国道,1,55,120.848228,29.9494534,12
１０４国道,1,55,120.847183,29.9473076,12
１０４国道,1,55,120.84594,29.9447956,12
１０４国道,1,55,120.84478,29.9424706,12
１０４国道,1,55,120.843689,29.9401741,12
１０４国道,1,55,120.842628,29.9380493,12
１０４国道,1,55,120.840813,29.9342537,12
１０４国道,1,55,120.840408,29.9333553,12
１０４国道,1,55,120.839882,29.9320049,12
１０４国道,1,55,120.83931,29.9303074,12
１０４国道,1,55,120.83857,29.9282169,12
１０４国道,1,55,120.838257,29.927494,12
１０４国道,1,55,120.838036,29.9268436,12
１０４国道,1,55,120.837868,29.9262714,12
１０４国道,1,55,120.83773,29.9256496,12
１０４国道,1,55,120.837601,29.9249458,12
１０４国道,1,55,120.837532,29.924324,12
１０４国道,1,55,120.837509,29.9238586,12
１０４国道,1,55,120.837509,29.9234753,12
１０４国道,1,55,120.837555,29.9228401,12
１０４国道,1,55,120.837746,29.9217472,12
１０４国道,1,55,120.838463,29.918808,12
１０４国道,1,55,120.838593,29.9182987,12
１０４国道,1,55,120.838745,29.9176178,12
１０４国道,1,55,120.838875,29.9168625,12
１０４国道,1,55,120.838913,29.9160709,12
１０４国道,1,55,120.838898,29.9154053,12
１０４国道,1,55,120.838829,29.9148273,12
１０４国道,1,55,120.838661,29.9141026,12
１０４国道,1,55,120.837135,29.908884,12
１０４国道,1,55,120.836441,29.9061069,12
１０４国道,1,55,120.835625,29.9029293,12
１０４国道,1,55,120.835205,29.9012852,12
１０４国道,1,55,120.834969,29.9002972,12
１０４国道,1,55,120.834824,29.8996925,12
１０４国道,1,55,120.83477,29.899395,12
１０４国道,1,55,120.834717,29.8990402,12
１０４国道,1,55,120.834702,29.8987598,12
１０４国道,1,55,120.834694,29.8984852,12
１０４国道,1,55,120.834702,29.8982449,12
１０４国道,1,55,120.834709,29.8980751,12
１０４国道,1,55,120.83474,29.8978348,12
１０４国道,1,55,120.834785,29.8975296,12
１０４国道,1,55,120.834816,29.897337,12
１０４国道,1,55,120.834862,29.8971291,12
１０４国道,1,55,120.834915,29.8969326,12
１０４国道,1,55,120.834984,29.8966751,12
１０４国道,1,55,120.835037,29.8964939,12
１０４国道,1,55,120.83522,29.8959637,12
